Gender,HairLoss,Duration,Shedding,Dandruff,Type,ItchyScalp,HairGreying,Treatment,RegularUsage,Products
Male,Yes,More than 6 months, Occasionally,Yes, Flaky, Rarely or never,Yes, Keratin treatment, Yes,"Biotin gummies & hair growth serum, T/Gel Therapeutic Shampoo, Keratin smooth deep mask"
Female,Yes,3 to 6 months, Rarely,Yes, Powdery, Rarely or never,Yes, Colour or henna, Yes,"Biotin gummies, Tea tree oil & shampoo, Pro-V Colour Shampoo"
Female,Yes,More than 6 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies
Male,Yes,Less than 3 months, Rarely,Yes, Powdery, Rarely or never,Yes, Keratin treatment, No,"Rosemary oil & shampoo, Tea tree oil shampoo, Argan oil"
Male,Yes,3 to 6 months, Frequently,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies & hair growth serum
Male,None of the above,None of the above,None of the above,Yes, Flaky, Frequently,None of the above,None of the above,None of the above,Ketoconzole anti dandruff shampoo
Female,Yes,Less than 3 months, Rarely,Yes, Powdery, Frequently,Yes, Colour or henna, Yes,"Rosemary oil & shampoo, Nizoral A-D Anti Dandruff Shampoo, Pro-V Colour Shampoo  "
Female,Yes,3 to 6 months, Rarely,Yes, Flaky, Rarely or never,Yes, Colour or henna, No,"Biotin gummies, T/Gel Therapeutic Shampoo, Pure black sesame oil"
Male,Yes,3 to 6 months, Rarely,Yes, Flaky, Rarely or never,Yes, Colour or henna, No,"Biotin gummies, T/Gel Therapeutic Shampoo, Pure black sesame oil"
Female,None of the above,None of the above,None of the above,Yes, Powdery, Rarely or never,None of the above,None of the above,None of the above,Tea tree oil & shampoo
Female,Yes,Less than 3 months, Occasionally,None of the above,None of the above,None of the above,Yes, Colour or henna, No,"Rosemarry oil & shampoo, "
Female,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Yes, Colour or henna, No,Pure black sesame oil
Female,None of the above,None of the above,None of the above,Yes, Powdery, Rarely or never,None of the above,None of the above,None of the above,Tea tree oil & shampoo
Male,Yes,3 to 6 months, Occasionally,Yes, Powdery, Frequently,Yes, Colour or henna, No,"Biotin gummies, Nizoral A-D Anti Dandruff Shampoo, Pure black sesame oil"
Female,Yes,More than 6 months, Frequently,Yes, Powdery, Rarely or never,Yes, Colour or henna, No,"Biotin gummies & hair growth serum, Tea tree oil & shampoo, Pure black sesame oil"
Male,Yes,More than 6 months, Rarely,Yes, Flaky, Rarely or never,Yes, Colour or henna, Yes,"Biotin gummies, T/Gel Therapeutic Shampoo, Pro-V Colour Shampoo"
Male,Yes,3 to 6 months, Rarely,Yes, Flaky, Rarely or never,Yes, Keratin treatment, No,"Biotin gummies, T/Gel Therapeutic Shampoo, Argan oil"
Male,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Yes, Keratin treatment, Yes,Keratin smooth deep mask
Female,Yes,Less than 3 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Rosemarry oil & shampoo
Female,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Yes, Keratin treatment, No,Argan oil
Male,Yes,3 to 6 months, Frequently,Yes, Flaky, Rarely or never,None of the above,None of the above,None of the above,"Biotin gummies & hair growth serum, T/Gel Therapeutic Shampoo"
Female,Yes,3 to 6 months, Occasionally,Yes, Flaky, Rarely or never,Yes, Colour or henna, No,"Biotin gummies, T/Gel Therapeutic Shampoo, Pure black sesame oil"
Female,Yes,3 to 6 months, Occasionally,Yes, Flaky, Frequently,Yes, Keratin treatment, No,"Biotin gummies, Ketoconzole anti dandruff shampoo, Argan oil"
Male,Yes,3 to 6 months, Occasionally,None of the above,None of the above,None of the above,Yes, Colour or henna, No,"Biotin gummies, Pure black sesame oil"
Female,Yes,More than 6 months, Occasionally,Yes, Flaky, Rarely or never,Yes, Keratin treatment, No,"Biotin gummies & hair growth serum, T/Gel Therapeutic Shampoo, Argan oil"
Female,Yes,Less than 3 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Rosemarry oil & shampoo
Female,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Yes, Keratin treatment, Yes,Keratin smooth deep mask
Male,Yes,More than 6 months, Occasionally,Yes, Powdery, Rarely or never,Yes, Keratin treatment, No,"Biotin gummies & hair growth serum, Tea tree oil & shampoo, Argan oil"
Female,Yes,More than 6 months, Occasionally,Yes, Powdery, Frequently,Yes, Keratin treatment, Yes,"Biotin gummies & hair growth serum, Nizoral A-D Anti Dandruff Shampoo, Keratin smooth deep mask"
Female,Yes,More than 6 months, Occasionally,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies & hair growth serum
Male,Yes,Less than 3 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Rosemarry oil & shampoo
Male,None of the above,None of the above,None of the above,Yes, Powdery, Frequently,Yes, Keratin treatment, No,"Nizoral A-D Anti Dandruff Shampoo, "
Male,Yes,3 to 6 months, Occasionally,Yes, Flaky, Frequently,None of the above,None of the above,None of the above,"Biotin gummies, Ketoconzole anti dandruff shampoo"
Male,Yes,3 to 6 months, Occasionally,Yes, Flaky, Frequently,Yes, Colour or henna, Yes,"Biotin gummies, Ketoconzole anti dandruff shampoo, Pro-V Colour Shampoo"
Male,Yes,More than 6 months, Frequently,Yes, Flaky, Frequently,Yes, Keratin treatment, No,"Biotin gummies & hair growth serum, Ketoconzole anti dandruff shampoo, Argan oil"
Female,Yes,3 to 6 months, Rarely,Yes, Flaky, Frequently,Yes, Colour or henna, No,"Biotin gummies, Ketoconzole anti dandruff shampoo, Pure black sesame oil"
Male,Yes,Less than 3 months, Frequently,Yes, Flaky, Frequently,Yes, Colour or henna, No,"Biotin gummies, Ketoconzole anti dandruff shampoo, Pure black sesame oil"
Female,Yes,3 to 6 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies
Male,Yes,3 to 6 months, Rarely,Yes, Powdery, Frequently,Yes, Colour or henna, No,"Biotin gummies, Nizoral A-D Anti Dandruff Shampoo, Pure black sesame oil"
Female,Yes,More than 6 months, Frequently,None of the above,None of the above,None of the above,Yes, Keratin treatment, Yes,"Biotin gummies & hair growth serum, Keratin smooth deep mask"
Male,Yes,More than 6 months, Frequently,Yes, Flaky, Rarely or never,Yes, Colour or henna, Yes,"Biotin gummies & hair growth serum, T/Gel Therapeutic Shampoo, Pro-V Colour Shampoo"
Male,Yes,More than 6 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies
Female,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Yes, Colour or henna, No,Pure black sesame oil
Female,Yes,Less than 3 months, Occasionally,Yes, Powdery, Rarely or never,Yes, Colour or henna, No,"Rosemary oil & shampoo, Tea tree oil shampoo, Pure black sesame oil "
Female,None of the above,None of the above,None of the above,Yes, Flaky, Frequently,None of the above,None of the above,None of the above,Ketoconzole anti dandruff shampoo
Female,Yes,More than 6 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies
Male,Yes,Less than 3 months, Occasionally,Yes, Powdery, Frequently,Yes, Colour or henna, No,"Rosemary oil & shampoo, Nizoral A-D Anti Dandruff Shampoo, Pure black sesame oil  "
Male,Yes,3 to 6 months, Frequently,None of the above,None of the above,None of the above,Yes, Keratin treatment, Yes,"Biotin gummies & hair growth serum, Keratin smooth deep mask"
Female,Yes,3 to 6 months, Rarely,Yes, Flaky, Frequently,Yes, Colour or henna, Yes,"Biotin gummies, Ketoconzole anti dandruff shampoo, Pro-V Colour Shampoo"
Male,Yes,More than 6 months, Frequently,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies & hair growth serum
Male,None of the above,None of the above,None of the above,Yes, Flaky, Rarely or never,None of the above,None of the above,None of the above,T/Gel Therapeutic Shampoo
Male,Yes,Less than 3 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Rosemarry oil & shampoo
Female,None of the above,None of the above,None of the above,Yes, Powdery, Frequently,None of the above,None of the above,None of the above,Nizoral A-D Anti Dandruff Shampoo
Female,None of the above,None of the above,None of the above,Yes, Flaky, Rarely or never,None of the above,None of the above,None of the above,T/Gel Therapeutic Shampoo
Female,Yes,More than 6 months, Rarely,Yes, Powdery, Frequently,Yes, Keratin treatment, Yes,"Biotin gummies, Nizoral A-D Anti Dandruff Shampoo, Keratin smooth deep mask"
Female,Yes,More than 6 months, Frequently,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies & hair growth serum
Female,Yes,More than 6 months, Rarely,Yes, Powdery, Rarely or never,Yes, Colour or henna, No,"Biotin gummies, Tea tree oil & shampoo, Pure black sesame oil"
Male,Yes,Less than 3 months, Rarely,Yes, Powdery, Frequently,Yes, Colour or henna, No,"Rosemary oil & shampoo, Nizoral A-D Anti Dandruff Shampoo, Pure black sesame oil  "
Female,Yes,Less than 3 months, Occasionally,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Rosemarry oil & shampoo
Female,Yes,3 to 6 months, Occasionally,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies
Female,Yes,Less than 3 months, Frequently,Yes, Flaky, Frequently,Yes, Keratin treatment, Yes,"Biotin gummies, Ketoconzole anti dandruff shampoo, Keratin smooth deep mask"
Female,Yes,More than 6 months, Frequently,Yes, Flaky, Frequently,Yes, Colour or henna, No,"Biotin gummies & hair growth serum, Ketoconzole anti dandruff shampoo, Pure black sesame oil"
Male,Yes,More than 6 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies
Female,Yes,More than 6 months, Frequently,Yes, Powdery, Frequently,Yes, Keratin treatment, Yes,"Biotin gummies & hair growth serum, Nizoral A-D Anti Dandruff Shampoo, Keratin smooth deep mask"
Female,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Yes, Keratin treatment, Yes,Keratin smooth deep mask
Male,None of the above,None of the above,None of the above,Yes, Flaky, Frequently,None of the above,None of the above,None of the above,Ketoconzole anti dandruff shampoo
Male,Yes,Less than 3 months, Rarely,Yes, Flaky, Frequently,Yes, Keratin treatment, No,"Rosemarry oil & shampoo,  Ketoconzole anti dandruff shampoo, Argan oil"
Female,Yes,More than 6 months, Frequently,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies & hair growth serum
Female,Yes,More than 6 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies
Female,Yes,More than 6 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies
Male,Yes,More than 6 months, Frequently,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies & hair growth serum
Female,Yes,More than 6 months, Occasionally,Yes, Powdery, Rarely or never,Yes, Colour or henna, Yes,"Biotin gummies & hair growth serum, Tea tree oil & shampoo, Pro-V Colour Shampoo"
Male,Yes,More than 6 months, Rarely,Yes, Flaky, Frequently,None of the above,None of the above,None of the above,"Biotin gummies, Ketoconzole anti dandruff shampoo"
Male,Yes,More than 6 months, Rarely,Yes, Flaky, Frequently,Yes, Colour or henna, No,"Biotin gummies, Ketoconzole anti dandruff shampoo, Pure black sesame oil"
Male,Yes,More than 6 months, Occasionally,Yes, Flaky, Frequently,Yes, Colour or henna, Yes,"Biotin gummies & hair growth serum, Ketoconzole anti dandruff shampoo, Pro-V Colour Shampoo"
Female,Yes,More than 6 months, Rarely,Yes, Powdery, Rarely or never,Yes, Colour or henna, Yes,"Biotin gummies, Tea tree oil & shampoo, Pro-V Colour Shampoo"
Male,Yes,Less than 3 months, Rarely,Yes, Flaky, Rarely or never,Yes, Colour or henna, Yes,"Rosemarry oil & shampoo, T/Gel Therapeutic Shampoo, Pro-V Colour Shampoo"
Male,Yes,3 to 6 months, Rarely,Yes, Flaky, Frequently,Yes, Colour or henna, No,"Biotin gummies, Ketoconzole anti dandruff shampoo, Pure black sesame oil"
Female,Yes,More than 6 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Biotin gummies
Female,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Yes, Keratin treatment, No,Argan oil
Male,None of the above,None of the above,None of the above,Yes, Flaky, Rarely or never,None of the above,None of the above,None of the above,T/Gel Therapeutic Shampoo
Female,Yes,More than 6 months, Rarely,Yes, Flaky, Frequently,Yes, Colour or henna, No,"Biotin gummies, Ketoconzole anti dandruff shampoo, Pure black sesame oil"
Female,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Yes, Colour or henna, Yes,Pro-V Colour Shampoo
Female,Yes,More than 6 months, Rarely,Yes, Flaky, Frequently,Yes, Colour or henna, Yes,"Biotin gummies, Ketoconzole anti dandruff shampoo, Pro-V Colour Shampoo"
Female,Yes,Less than 3 months, Occasionally,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Rosemarry oil & shampoo
Male,Yes,Less than 3 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Rosemarry oil & shampoo
Female,Yes,Less than 3 months, Occasionally,Yes, Flaky, Rarely or never,Yes, Colour or henna, No,"Rosemarry oil & shampoo,  T/Gel Therapeutic Shampoo, Pure black sesame oil"
Male,None of the above,None of the above,None of the above,Yes, Powdery, Rarely or never,None of the above,None of the above,None of the above,Tea tree oil & shampoo
Male,Yes,More than 6 months, Frequently,Yes, Flaky, Rarely or never,Yes, Keratin treatment, No,"Biotin gummies & hair growth serum, T/Gel Therapeutic Shampoo, Argan oil"
Male,Yes,Less than 3 months, Occasionally,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Rosemarry oil & shampoo
Female,Yes,Less than 3 months, Rarely,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,Rosemarry oil & shampoo
